Status,#,Vessel name,IMO,Departure port,Country,Commodity,Metric tons,Departure date,Inspection cleared,Income group,Flag,World Bank region,UN region,Development category
Outbound,272,ANASTASIA,8926121,Chornomorsk,Türkiye,Wheat,"3,700",6-Oct-2022,27-Oct-2022,upper-middle-income,Palau,Europe & Central Asia,Asia-Pacific,developing
Outbound,273,FALCON S,9329423,Chornomorsk,Romania,Corn,"33,000",6-Oct-2022,25-Oct-2022,high-income,Liberia,Europe & Central Asia,Eastern Europe,developed
Outbound,274,HASAN G,9136852,Yuzhny/Pivdennyi,Türkiye,Peas,"6,500",6-Oct-2022,25-Oct-2022,upper-middle-income,Comoros,Europe & Central Asia,Asia-Pacific,developing
Outbound,275,MAGNOLIA,9575333,Chornomorsk,Türkiye,Sunflower oil,"6,600",6-Oct-2022,16-Oct-2022,upper-middle-income,Liberia,Europe & Central Asia,Asia-Pacific,developing
Outbound,276,MERA,9148570,Yuzhny/Pivdennyi,Türkiye,Sunflower oil,"6,300",6-Oct-2022,16-Oct-2022,upper-middle-income,Liberia,Europe & Central Asia,Asia-Pacific,developing
Outbound,277,SEA STAR,7929619,Chornomorsk,Türkiye,Wheat,"4,950",6-Oct-2022,28-Oct-2022,upper-middle-income,Palau,Europe & Central Asia,Asia-Pacific,developing
Outbound,278,SERENITY IBTIHAJ,9364849,Chornomorsk,Israel,Corn,"27,200",6-Oct-2022,31-Oct-2022,high-income,Marshall Islands,Middle East & North Africa,Western Europe and Others,developed
Outbound,279,SILVER LADY,9279367,Chornomorsk,Spain,Wheat,"49,100",6-Oct-2022,22-Oct-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound,280,UMIT G,9041124,Yuzhny/Pivdennyi,Greece,Wheat,"4,300",6-Oct-2022,2-Nov-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,281,WHITE STAR,9381938,Odesa,Türkiye,Barley,"7,800",6-Oct-2022,22-Oct-2022,upper-middle-income,Panama,Europe & Central Asia,Asia-Pacific,developing
Outbound,282,ZHE HAI 505,9567477,Odesa,Algeria,Wheat,"28,500",6-Oct-2022,30-Oct-2022,lower-middle income,China,Middle East & North Africa,Africa,developing
Outbound,283,BURAK DEVAL,9349978,Yuzhny/Pivdennyi,Greece,Corn,"3,300",7-Oct-2022,27-Oct-2022,high-income,Türkiye,Europe & Central Asia,Western Europe and Others,developed
Outbound +,283,BURAK DEVAL,9349978,Yuzhny/Pivdennyi,Greece,Wheat,"3,300",7-Oct-2022,27-Oct-2022,high-income,Türkiye,Europe & Central Asia,Western Europe and Others,developed
Outbound,284,LADY PERLA,9149732,Odesa,Türkiye,Corn,"20,000",7-Oct-2022,28-Oct-2022,upper-middle-income,Liberia,Europe & Central Asia,Asia-Pacific,developing
Outbound,285,NEW ISLAND,9258349,Chornomorsk,Ethiopia,Wheat,"30,000",7-Oct-2022,13-Oct-2022,low-income,Malta,Sub-Saharan Africa,Africa,developing
Outbound,286,CHEM HERO,9402823,Chornomorsk,India,Sunflower oil,"15,000",8-Oct-2022,16-Oct-2022,lower-middle income,Liberia,South Asia,Asia-Pacific,developing
Outbound,287,CORNELIA M,9490117,Yuzhny/Pivdennyi,Viet Nam,Wheat,"60,000",8-Oct-2022,31-Oct-2022,lower-middle income,Liberia,East Asia & Pacific,Asia-Pacific,developing
Outbound +,288,ENEIDA,9198381,Chornomorsk,Türkiye,Wheat,"9,511",8-Oct-2022,28-Oct-2022,upper-middle-income,Liberia,Europe & Central Asia,Asia-Pacific,developing
Outbound,288,ENEIDA,9198381,Chornomorsk,Türkiye,Corn,"32,859",8-Oct-2022,28-Oct-2022,upper-middle-income,Liberia,Europe & Central Asia,Asia-Pacific,developing
Outbound,289,LADY EVA,9008110,Odesa,Greece,Corn,"5,666",8-Oct-2022,24-Oct-2022,high-income,Togo,Europe & Central Asia,Western Europe and Others,developed
Outbound,290,LAURUS,9559169,Chornomorsk,Türkiye,Wheat,"5,050",8-Oct-2022,25-Oct-2022,upper-middle-income,Cameroon,Europe & Central Asia,Asia-Pacific,developing
Outbound,291,ORIS SOFI,8920282,Odesa,Türkiye,Sunflower oil,"6,000",8-Oct-2022,16-Oct-2022,upper-middle-income,Panama,Europe & Central Asia,Asia-Pacific,developing
Outbound,292,SHAMAN WISDOM,9563407,Odesa,Indonesia,Wheat,"32,600",8-Oct-2022,31-Oct-2022,lower-middle income,Marshall Islands,East Asia & Pacific,Asia-Pacific,developing
Outbound,293,ALI A,7915307,Yuzhny/Pivdennyi,Lebanon,Wheat,"6,600",9-Oct-2022,25-Oct-2022,lower-middle income,Togo,Middle East & North Africa,Asia-Pacific,developing
Outbound,294,ARGONAUT,9717694,Yuzhny/Pivdennyi,Indonesia,Wheat,"71,155",9-Oct-2022,30-Oct-2022,lower-middle income,Marshall Islands,East Asia & Pacific,Asia-Pacific,developing
Outbound,295,BOYNE,9369928,Odesa,Spain,Sunflower oil,"5,019",9-Oct-2022,24-Oct-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound,296,CKR ZEYNEP,9437854,Odesa,Algeria,Wheat,"6,050",9-Oct-2022,24-Oct-2022,lower-middle income,Vanuatu,Middle East & North Africa,Africa,developing
Outbound,297,HIRA V,9217333,Yuzhny/Pivdennyi,Spain,Sunflower oil,"6,240",9-Oct-2022,15-Oct-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound,298,MERCURIUS,9580091,Chornomorsk,Italy,Corn,"33,400",9-Oct-2022,25-Oct-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,299,ORIS PRINCESS,9119907,Chornomorsk,Israel,Sunflower meal,"4,050",9-Oct-2022,25-Oct-2022,high-income,Panama,Middle East & North Africa,Western Europe and Others,developed
Outbound,300,SAKAR,9104811,Odesa,Italy,Wheat,"18,700",9-Oct-2022,30-Oct-2022,high-income,Bulgaria,Europe & Central Asia,Western Europe and Others,developed
Outbound,301,STAR SAPPHIRE,9860037,Chornomorsk,Italy,Corn,"60,000",9-Oct-2022,28-Oct-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,302,WAEL K,9001148,Chornomorsk,Italy,Sunflower pellets,"6,000",9-Oct-2022,24-Oct-2022,high-income,St. Kitts and Nevis,Europe & Central Asia,Western Europe and Others,developed
Outbound,303,BASEL ATHENA,9164809,Odesa,Türkiye,Wheat,"19,000",10-Oct-2022,28-Oct-2022,upper-middle-income,Panama,Europe & Central Asia,Asia-Pacific,developing
Outbound,304,BLUE SHARK,9003770,Chornomorsk,Türkiye,Soya beans,"3,400",10-Oct-2022,30-Oct-2022,upper-middle-income,Equatorial Guinea,Europe & Central Asia,Asia-Pacific,developing
Outbound,305,EKMEN TRANS,9204348,Chornomorsk,Israel,Rapeseed meal,"5,550",10-Oct-2022,25-Oct-2022,high-income,Barbados,Middle East & North Africa,Western Europe and Others,developed
Outbound,306,ISLANDER A,9190987,Odesa,Türkiye,Wheat,"7,200",10-Oct-2022,28-Oct-2022,upper-middle-income,Palau,Europe & Central Asia,Asia-Pacific,developing
Outbound,307,JAGUAR,7726990,Yuzhny/Pivdennyi,Türkiye,Barley,"2,500",10-Oct-2022,2-Nov-2022,upper-middle-income,Palau,Europe & Central Asia,Asia-Pacific,developing
Outbound,308,MEHMET BEY,9045601,Yuzhny/Pivdennyi,Egypt,Soya beans,"7,600",10-Oct-2022,31-Oct-2022,lower-middle income,Malta,Middle East & North Africa,Africa,developing
Outbound,309,TAJ,9010060,Chornomorsk,Türkiye,Corn,"10,500",10-Oct-2022,31-Oct-2022,upper-middle-income,Comoros,Europe & Central Asia,Asia-Pacific,developing
Outbound,310,ERDEK,9175767,Yuzhny/Pivdennyi,Djibouti,Sunflower oil,"6,200",11-Oct-2022,26-Oct-2022,lower-middle income,Türkiye,Middle East & North Africa,Africa,developing
Outbound +,310,ERDEK,9175767,Yuzhny/Pivdennyi,Oman,Sunflower oil,"3,150",11-Oct-2022,26-Oct-2022,high-income,Türkiye,Middle East & North Africa,Asia-Pacific,developing
Outbound,311,HAZAR S,9545467,Chornomorsk,Italy,Corn,"6,000",11-Oct-2022,25-Oct-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,312,INCE EVRENYE,9668295,Chornomorsk,Spain,Wheat,"27,390",11-Oct-2022,26-Oct-2022,high-income,Singapore,Europe & Central Asia,Western Europe and Others,developed
Outbound,313,LUCKY TRADER,9427574,Odesa,Türkiye,Wheat,"24,000",11-Oct-2022,25-Oct-2022,upper-middle-income,Barbados,Europe & Central Asia,Asia-Pacific,developing
Outbound,314,MAGNUM POWER,9488968,Chornomorsk,Indonesia,Wheat,"51,742",11-Oct-2022,31-Oct-2022,lower-middle income,Marshall Islands,East Asia & Pacific,Asia-Pacific,developing
Outbound,315,MELINA,9550424,Yuzhny/Pivdennyi,Italy,Corn,"26,380",11-Oct-2022,1-Nov-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,316,SEA PEARL J,9261011,Chornomorsk,Tunisia,Corn,"30,000",11-Oct-2022,26-Oct-2022,lower-middle income,Barbados,Middle East & North Africa,Africa,developing
Outbound,317,AGNES VICTORY,9258600,Chornomorsk,India,Sunflower oil,"42,000",12-Oct-2022,16-Oct-2022,lower-middle income,Norway,South Asia,Asia-Pacific,developing
Outbound,318,EGE BEY,9103013,Yuzhny/Pivdennyi,France,Sunflower seed,"5,700",12-Oct-2022,27-Oct-2022,high-income,Vanuatu,Europe & Central Asia,Western Europe and Others,developed
Outbound,319,ELIF S,8517293,Odesa,Greece,Rapeseed meal,"6,200",12-Oct-2022,31-Oct-2022,high-income,Comoros,Europe & Central Asia,Western Europe and Others,developed
Outbound,320,GREAT ARSENAL,9159062,Odesa,Türkiye,Wheat,"27,499",12-Oct-2022,27-Oct-2022,upper-middle-income,St. Vincent and the Grenadines,Europe & Central Asia,Asia-Pacific,developing
Outbound,321,JASMIN QUEEN,9109861,Chornomorsk,Türkiye,Rapeseed,"9,500",12-Oct-2022,31-Oct-2022,upper-middle-income,Cameroon,Europe & Central Asia,Asia-Pacific,developing
Outbound,322,KLC ERCIYES,9132480,Odesa,Egypt,Soya beans,"11,500",12-Oct-2022,31-Oct-2022,lower-middle income,Barbados,Middle East & North Africa,Africa,developing
Outbound,323,LUCKY,9037305,Odesa,Italy,Corn,"7,560",12-Oct-2022,30-Oct-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,324,LUGANO,9132662,Chornomorsk,Spain,Corn,"27,100",12-Oct-2022,26-Oct-2022,high-income,Cook Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,325,SIMAS,9000314,Chornomorsk,Lebanon,Corn,"13,400",12-Oct-2022,31-Oct-2022,lower-middle income,Türkiye,Middle East & North Africa,Asia-Pacific,developing
Outbound,326,AK HAMZA,9338125,Yuzhny/Pivdennyi,Lebanon,Corn,"7,000",13-Oct-2022,27-Oct-2022,lower-middle income,Panama,Middle East & North Africa,Asia-Pacific,developing
Outbound,327,DIGNITY,9118238,Odesa,Türkiye,Corn,"14,000",13-Oct-2022,31-Oct-2022,upper-middle-income,Comoros,Europe & Central Asia,Asia-Pacific,developing
Outbound,328,IRMGARD,9590967,Yuzhny/Pivdennyi,Germany,Rapeseed,"30,817",13-Oct-2022,30-Oct-2022,high-income,Cayman Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,329,MARLEN,9430179,Yuzhny/Pivdennyi,Iraq,Sunflower oil,"33,000",13-Oct-2022,27-Oct-2022,upper-middle-income,Liberia,Middle East & North Africa,Asia-Pacific,developing
Outbound,330,WEI HE,9601091,Chornomorsk,China,Sunflower meal,"62,860",13-Oct-2022,27-Oct-2022,upper-middle-income,Hong Kong,East Asia & Pacific,Asia-Pacific,developing
Outbound,331,YAF S,9437787,Chornomorsk,Türkiye,Wheat,"5,828",13-Oct-2022,30-Oct-2022,upper-middle-income,Panama,Europe & Central Asia,Asia-Pacific,developing
Outbound,332,SANITA S,9237888,Odesa,Spain,Corn,"43,500",14-Oct-2022,30-Oct-2022,high-income,Türkiye,Europe & Central Asia,Western Europe and Others,developed
Outbound,333,SEA LUCK,9194464,Chornomorsk,Algeria,Wheat,"13,500",14-Oct-2022,1-Nov-2022,lower-middle income,Panama,Middle East & North Africa,Africa,developing
Outbound,334,SUPER ARSENAL,9316933,Odesa,Tunisia,Wheat,"27,500",14-Oct-2022,30-Oct-2022,lower-middle income,St. Vincent and the Grenadines,Middle East & North Africa,Africa,developing
Outbound,335,BARON,9394210,Yuzhny/Pivdennyi,Greece,Wheat,"5,000",15-Oct-2022,1-Nov-2022,high-income,Türkiye,Europe & Central Asia,Western Europe and Others,developed
Outbound,336,BEATRICE,9430818,Yuzhny/Pivdennyi,Belgium,Corn,"35,000",15-Oct-2022,31-Oct-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,337,GOLDEN SHARK,9151383,Odesa,Türkiye,Barley,"15,800",15-Oct-2022,26-Nov-2022,upper-middle-income,Palau,Europe & Central Asia,Asia-Pacific,developing
Outbound,338,LADY ELA,9511442,Odesa,Türkiye,Sunflower oil,"7,250",15-Oct-2022,30-Oct-2022,upper-middle-income,Panama,Europe & Central Asia,Asia-Pacific,developing
Outbound,339,MRC HATICE ANA,9536935,Odesa,Bulgaria,Sunflower oil,"5,801",15-Oct-2022,31-Oct-2022,upper-middle-income,Malta,Europe & Central Asia,Eastern Europe,developed
Outbound,340,NEW LEVANT,9111371,Odesa,Türkiye,Corn,"25,000",15-Oct-2022,30-Oct-2022,upper-middle-income,Belize,Europe & Central Asia,Asia-Pacific,developing
Outbound,341,QUEEN SARA,9132507,Yuzhny/Pivdennyi,Türkiye,Sunflower seed,"7,400",15-Oct-2022,31-Oct-2022,upper-middle-income,Sierra Leone,Europe & Central Asia,Asia-Pacific,developing
Outbound,342,EAUBONNE,9663104,Odesa,Kenya,Wheat,"53,376",16-Oct-2022,31-Oct-2022,lower-middle income,Marshall Islands,Sub-Saharan Africa,Africa,developing
Outbound,343,HELGA,9444912,Chornomorsk,France,Sunflower seed,"15,469",16-Oct-2022,31-Oct-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,344,LARA S,9334301,Chornomorsk,Italy,Sunflower oil,"5,750",16-Oct-2022,31-Oct-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound,345,OMICRON CREST,9304203,Yuzhny/Pivdennyi,China,Corn,"47,185",16-Oct-2022,31-Oct-2022,upper-middle-income,Liberia,East Asia & Pacific,Asia-Pacific,developing
Outbound +,345,OMICRON CREST,9304203,Yuzhny/Pivdennyi,China,Sunflower meal,"17,815",16-Oct-2022,31-Oct-2022,upper-middle-income,Liberia,East Asia & Pacific,Asia-Pacific,developing
Outbound,346,ADMIRAL,8408648,Odesa,Türkiye,Barley,"7,300",17-Oct-2022,31-Oct-2022,upper-middle-income,Comoros,Europe & Central Asia,Asia-Pacific,developing
Outbound,347,CHOLA TREASURE,9244817,Chornomorsk,Pakistan,Canola,"61,815",17-Oct-2022,1-Nov-2022,lower-middle income,Singapore,South Asia,Asia-Pacific,developing
Outbound,348,GEN. POLAD HASHIMOV,9575307,Chornomorsk,Italy,Sunflower oil,"4,000",17-Oct-2022,31-Oct-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound +,348,GEN. POLAD HASHIMOV,9575307,Chornomorsk,Tunisia,Soya oil,"2,200",17-Oct-2022,31-Oct-2022,lower-middle income,Liberia,Middle East & North Africa,Africa,developing
Outbound,349,GLOBAL AGLAIA,9737149,Yuzhny/Pivdennyi,France,Sunflower seed,"22,000",17-Oct-2022,1-Nov-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,350,NEW LIBERTY,9221645,Odesa,Libya,Barley,"25,000",17-Oct-2022,1-Nov-2022,upper-middle-income,Belize,Middle East & North Africa,Africa,developing
Outbound,351,ESENCE,7827342,Odesa,Türkiye,Wheat,"3,000",18-Oct-2022,31-Oct-2022,upper-middle-income,Palau,Europe & Central Asia,Asia-Pacific,developing
Outbound,352,HASAN,9016179,Chornomorsk,Türkiye,Soya beans,"6,000",18-Oct-2022,31-Oct-2022,upper-middle-income,Sierra Leone,Europe & Central Asia,Asia-Pacific,developing
Outbound,353,MASTRO MITROS,9228071,Odesa,Israel,Wheat,"33,000",18-Oct-2022,31-Oct-2022,high-income,Liberia,Middle East & North Africa,Western Europe and Others,developed
Outbound,354,MATRIX,9454125,Chornomorsk,Türkiye,Wheat,"7,000",18-Oct-2022,31-Oct-2022,upper-middle-income,Panama,Europe & Central Asia,Asia-Pacific,developing
Outbound,355,ALMIRANTE STORNI,9497452,Chornomorsk,China,Sunflower meal,"21,500",19-Oct-2022,31-Oct-2022,upper-middle-income,Liberia,East Asia & Pacific,Asia-Pacific,developing
Outbound,356,CS CALVINA,9542532,Chornomorsk,The Netherlands,Corn,"33,000",19-Oct-2022,1-Nov-2022,high-income,Bahamas,Europe & Central Asia,Western Europe and Others,developed
Outbound,357,DAYTONA H,8520836,Yuzhny/Pivdennyi,Lebanon,Corn,"10,700",19-Oct-2022,31-Oct-2022,lower-middle income,Comoros,Middle East & North Africa,Asia-Pacific,developing
Outbound,358,DENSA DEFNE,9297204,Yuzhny/Pivdennyi,United Kingdom,Sunflower oil,"6,600",19-Oct-2022,31-Oct-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound,359,KEMAL KURU,9418080,Odesa,Türkiye,Sunflower seed,"3,000",19-Oct-2022,1-Nov-2022,upper-middle-income,Panama,Europe & Central Asia,Asia-Pacific,developing
Outbound,360,KUBROSLI Y,8000836,Yuzhny/Pivdennyi,Türkiye,Peas,"11,000",19-Oct-2022,31-Oct-2022,upper-middle-income,Comoros,Europe & Central Asia,Asia-Pacific,developing
Outbound,361,ATLANTIS ALMERIA,9508093,Yuzhny/Pivdennyi,Türkiye,Sunflower oil,"5,500",20-Oct-2022,1-Nov-2022,upper-middle-income,Malta,Europe & Central Asia,Asia-Pacific,developing
Outbound,362,ARIS T,9343895,Yuzhny/Pivdennyi,Spain,Corn,"52,733",20-Oct-2022,31-Oct-2022,high-income,Greece,Europe & Central Asia,Western Europe and Others,developed
Outbound +,362,ARIS T,9343895,Yuzhny/Pivdennyi,Spain,Sunflower meal,"23,267",20-Oct-2022,31-Oct-2022,high-income,Greece,Europe & Central Asia,Western Europe and Others,developed
Outbound,363,XIN SHUN,9252199,Odesa,The Netherlands,Rapeseed,"60,000",20-Oct-2022,31-Oct-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,364,ALPHA,9489041,Chornomorsk,China,Corn,"66,000",21-Oct-2022,1-Nov-2022,upper-middle-income,Marshall Islands,East Asia & Pacific,Asia-Pacific,developing
Outbound,365,DEMA,9416446,Chornomorsk,Italy,Corn,"32,800",21-Oct-2022,31-Oct-2022,high-income,St. Vincent and the Grenadines,Europe & Central Asia,Western Europe and Others,developed
Outbound,366,MILLAC,7208716,Chornomorsk,Türkiye,Wheat,"6,000",21-Oct-2022,1-Nov-2022,upper-middle-income,Comoros,Europe & Central Asia,Asia-Pacific,developing
Outbound,367,MRC MINA,9464285,Yuzhny/Pivdennyi,Türkiye,Sunflower oil,"6,700",21-Oct-2022,31-Oct-2022,upper-middle-income,Malta,Europe & Central Asia,Asia-Pacific,developing
Outbound,368,SWORD LION,9136785,Odesa,Italy,Corn,"26,000",21-Oct-2022,31-Oct-2022,high-income,Türkiye,Europe & Central Asia,Western Europe and Others,developed
Outbound,369,YASA VENUS,9848118,Yuzhny/Pivdennyi,Bangladesh,Wheat,"59,055",21-Oct-2022,31-Oct-2022,lower-middle income,Marshall Islands,South Asia,Asia-Pacific,developing
Outbound,370,BELLA JUDI,9595371,Chornomorsk,Libya,Corn,"33,100",22-Oct-2022,31-Oct-2022,upper-middle-income,St. Vincent and the Grenadines,Middle East & North Africa,Africa,developing
Outbound,371,ISLAND BAY,7528790,Chornomorsk,Greece,Corn,"5,460",22-Oct-2022,31-Oct-2022,high-income,Togo,Europe & Central Asia,Western Europe and Others,developed
Outbound,372,PROFESSOR B,8401523,Chornomorsk,Türkiye,Barley,"12,000",22-Oct-2022,31-Oct-2022,upper-middle-income,Comoros,Europe & Central Asia,Asia-Pacific,developing
Outbound,373,SUMMER LADY,9184938,Chornomorsk,France,Rapeseed,"55,457",22-Oct-2022,31-Oct-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,374,I.B. MAMMADZADEH,9736688,Odesa,Türkiye,Sunflower oil,"6,200",23-Oct-2022,1-Nov-2022,upper-middle-income,Liberia,Europe & Central Asia,Asia-Pacific,developing
Outbound,375,LADY LITEL,9571428,Odesa,Spain,Corn,"17,800",23-Oct-2022,31-Oct-2022,high-income,Bahamas,Europe & Central Asia,Western Europe and Others,developed
Outbound +,375,LADY LITEL,9571428,Odesa,Spain,Wheat,"8,000",23-Oct-2022,31-Oct-2022,high-income,Bahamas,Europe & Central Asia,Western Europe and Others,developed
Outbound +,375,LADY LITEL,9571428,Odesa,Spain,Barley,"6,300",23-Oct-2022,31-Oct-2022,high-income,Bahamas,Europe & Central Asia,Western Europe and Others,developed
Outbound,376,MAGPIE S,9188922,Odesa,Italy,Soya beans,"8,400",23-Oct-2022,31-Oct-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,377,PANGEO,9467873,Chornomorsk,Yemen,Wheat,"30,000",23-Oct-2022,31-Oct-2022,low-income,Liberia,Middle East & North Africa,Asia-Pacific,developing
Outbound +,377,PANGEO,9467873,Chornomorsk,Afghanistan,Wheat,"10,000",23-Oct-2022,31-Oct-2022,low-income,Liberia,South Asia,Asia-Pacific,developing
Outbound,378,TORC,9544683,Yuzhny/Pivdennyi,Türkiye,Sunflower oil,"12,600",23-Oct-2022,31-Oct-2022,upper-middle-income,Malta,Europe & Central Asia,Asia-Pacific,developing
Outbound,379,VALERIO,9244037,Odesa,Spain,Wheat,"25,000",23-Oct-2022,1-Nov-2022,high-income,Barbados,Europe & Central Asia,Western Europe and Others,developed
Outbound,380,BSL CALYPSO,9191448,Yuzhny/Pivdennyi,Italy,Corn,"23,500",24-Oct-2022,31-Oct-2022,high-income,Barbados,Europe & Central Asia,Western Europe and Others,developed
Outbound,381,C FAITH,9575163,Odesa,Viet Nam,Wheat,"56,789",24-Oct-2022,31-Oct-2022,lower-middle income,Marshall Islands,East Asia & Pacific,Asia-Pacific,developing
Outbound,382,FLAG LAMA,9474711,Yuzhny/Pivdennyi,China,Sunflower meal,"34,430",24-Oct-2022,1-Nov-2022,upper-middle-income,Marshall Islands,East Asia & Pacific,Asia-Pacific,developing
Outbound +,382,FLAG LAMA,9474711,Yuzhny/Pivdennyi,China,Corn,"30,672",24-Oct-2022,1-Nov-2022,upper-middle-income,Marshall Islands,East Asia & Pacific,Asia-Pacific,developing
Outbound,383,MBC DAISY,9609902,Chornomorsk,Algeria,Wheat,"14,270",24-Oct-2022,2-Nov-2022,lower-middle income,Panama,Middle East & North Africa,Africa,developing
Outbound,384,CAPTAIN J. NEOFOTISTOS,9617430,Yuzhny/Pivdennyi,Spain,Wheat,"68,000",25-Oct-2022,1-Nov-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,385,CAPTAIN V. MADIAS,9617351,Chornomorsk,China,Corn,"63,650",25-Oct-2022,1-Nov-2022,upper-middle-income,Malta,East Asia & Pacific,Asia-Pacific,developing
Outbound,386,KAPTAN ARIF BAYRAKTAR,9449560,Chornomorsk,The Netherlands,Corn,"50,000",25-Oct-2022,1-Nov-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound,387,PEARL T,9264166,Chornomorsk,Romania,Sunflower oil,"4,000",25-Oct-2022,1-Nov-2022,high-income,Malta,Europe & Central Asia,Eastern Europe,developed
Outbound,388,REGIUS,9737113,Odesa,United Kingdom,Rapeseed,"30,000",25-Oct-2022,1-Nov-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,389,SAHIN 1,9111761,Yuzhny/Pivdennyi,Greece,Wheat,"2,900",25-Oct-2022,1-Nov-2022,high-income,Vanuatu,Europe & Central Asia,Western Europe and Others,developed
Outbound,390,ZUMRUT ANA,9633549,Yuzhny/Pivdennyi,Spain,Sunflower oil,"6,300",25-Oct-2022,1-Nov-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,391,A LINE,9246920,Odesa,Türkiye,Wheat,"10,903",27-Oct-2022,1-Nov-2022,upper-middle-income,Vanuatu,Europe & Central Asia,Asia-Pacific,developing
Outbound,392,ADIL IBRAHIMLI,9575319,Chornomorsk,Italy,Sunflower oil,"6,630",27-Oct-2022,31-Oct-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,393,AHMET AGAOGLU,9082001,Yuzhny/Pivdennyi,Greece,Wheat,"4,060",27-Oct-2022,1-Nov-2022,high-income,Vanuatu,Europe & Central Asia,Western Europe and Others,developed
Outbound,394,INOI,9400928,Chornomorsk,Spain,Corn,"16,090",27-Oct-2022,31-Oct-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound +,394,INOI,9400928,Chornomorsk,Spain,Wheat,"14,910",27-Oct-2022,31-Oct-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,395,NESA,8409654,Chornomorsk,Türkiye,Peas,"2,300",27-Oct-2022,1-Nov-2022,upper-middle-income,Vanuatu,Europe & Central Asia,Asia-Pacific,developing
Outbound,396,ORIS JUL,9116084,Chornomorsk,Israel,Sunflower meal,"5,750",27-Oct-2022,1-Nov-2022,high-income,Panama,Middle East & North Africa,Western Europe and Others,developed
Outbound,397,PRINCESS MANISSA,9084217,Yuzhny/Pivdennyi,Türkiye,Corn,"21,000",27-Oct-2022,1-Nov-2022,upper-middle-income,St. Kitts and Nevis,Europe & Central Asia,Asia-Pacific,developing
Outbound,398,SEVIL,9148518,Chornomorsk,Türkiye,Soya beans,"5,000",27-Oct-2022,1-Nov-2022,upper-middle-income,Vanuatu,Europe & Central Asia,Asia-Pacific,developing
Outbound,399,STELLA GS,9363285,Chornomorsk,Tunisia,Corn,"30,698",27-Oct-2022,1-Nov-2022,lower-middle income,Marshall Islands,Middle East & North Africa,Africa,developing
Outbound,400,ASL TIA,9573713,Chornomorsk,China,Sunflower meal,"39,000",28-Oct-2022,1-Nov-2022,upper-middle-income,Liberia,East Asia & Pacific,Asia-Pacific,developing
Outbound,401,KAVO PERDIKA,9584889,Yuzhny/Pivdennyi,Israel,Corn,"54,160",28-Oct-2022,1-Nov-2022,high-income,Marshall Islands,Middle East & North Africa,Western Europe and Others,developed
Outbound,402,LINA,9117868,Chornomorsk,Egypt,Corn,"25,000",28-Oct-2022,1-Nov-2022,lower-middle income,St. Kitts and Nevis,Middle East & North Africa,Africa,developing
Outbound,403,RISING EAGLE,9073672,Odesa,Egypt,Wheat,"25,000",28-Oct-2022,8-Nov-2022,lower-middle income,St. Vincent and the Grenadines,Middle East & North Africa,Africa,developing
Outbound,404,SUPER BAYERN,9278911,Chornomorsk,Italy,Corn,"33,000",28-Oct-2022,1-Nov-2022,high-income,Barbados,Europe & Central Asia,Western Europe and Others,developed
Outbound,405,ZANTE,9727168,Chornomorsk,Belgium,Rapeseed,"47,270",28-Oct-2022,1-Nov-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound,406,CAPTAIN ADAM 1,8914087,Chornomorsk,Italy,Soya beans,"6,600",29-Oct-2022,1-Nov-2022,high-income,Tanzania,Europe & Central Asia,Western Europe and Others,developed
